Dump of file ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        2432 number of functions
        2432 number of names

    ordinal hint RVA      name

           1091  43A 0008A540 RtlGetProcessPreferredUILanguages
           1092  43B 0007DE30 RtlGetProductInfo
           1093  43C 000FD810 RtlGetReturnAddressHijackTarget
           1094  43D 00075C20 RtlGetSaclSecurityDescriptor
           1095  43E 00083A30 RtlGetSearchPath
           1096  43F 00085A20 RtlGetSecurityDescriptorRMControl
           1097  440 000E64E0 RtlGetSessionProperties
           1098  441 000EDF20 RtlGetSetBootStatusData
           1099  442 0003CC50 RtlGetSuiteMask
           1100  443 0008B910 RtlGetSystemBootStatus
           1101  444 000EE080 RtlGetSystemBootStatusEx
           1102  445 00075FA0 RtlGetSystemPreferredUILanguages
           1103  446 0009C6B0 RtlGetSystemTimeAndBias
           1104  447 000400E0 RtlGetSystemTimePrecise
           1105  448 00060730 RtlGetThreadErrorMode
           1106  449 000EEF20 RtlGetThreadLangIdByIndex
           1107  44A 00035CA0 RtlGetThreadPreferredUILanguages
           1108  44B 0006B6C0 RtlGetThreadWorkOnBehalfTicket
           1109  44C 00045900 RtlGetTokenNamedObjectPath
           1110  44D 000EEFF0 RtlGetUILanguageInfo
           1111  44E 000F74A0 RtlGetUmsCompletionListEvent
           1112  44F 000CE800 RtlGetUnloadEventTrace
           1113  450 000CE810 RtlGetUnloadEventTraceEx
           1114  451 00001BC0 RtlGetUserInfoHeap
           1115  452 0007C0B0 RtlGetUserPreferredUILanguages
           1116  453 0003E520 RtlGetVersion
           1117  454 000E0BC0 RtlGrowFunctionTable
           1118  455 0006DEC0 RtlGuardCheckLongJumpTarget
           1119  456 0001CCB0 RtlHashUnicodeString
           1120  457 000FDA40 RtlHeapTrkInitialize
           1121  458 00079500 RtlIdentifierAuthoritySid
           1122  459 0000D0C0 RtlIdnToAscii
           1123  45A 000FEE90 RtlIdnToNameprepUnicode
           1124  45B 0000C6F0 RtlIdnToUnicode
           1125  45C 0007D9D0 RtlImageDirectoryEntryToData
           1126  45D 00035BD0 RtlImageNtHeader
           1127  45E 00032AD0 RtlImageNtHeaderEx
           1128  45F 00033AA0 RtlImageRvaToSection
           1129  460 00086970 RtlImageRvaToVa
           1130  461 000773F0 RtlImpersonateSelf
           1131  462 00077400 RtlImpersonateSelfEx
           1132  463 000838D0 RtlIncrementCorrelationVector
           1133  464 000152F0 RtlInitAnsiString
           1134  465 00016530 RtlInitAnsiStringEx
           1135  466 000ED8C0 RtlInitBarrier
           1136  467 000E52F0 RtlInitCodePageTable
           1137  468 00067620 RtlInitEnumerationHashTable
           1138  469 0007FFD0 RtlInitMemoryStream
           1139  46A 000E53F0 RtlInitNlsTables
           1140  46B 0007FFD0 RtlInitOutOfProcessMemoryStream
           1141  46C 000152F0 RtlInitString
           1142  46D 000EB700 RtlInitStringEx
           1143  46E 00067690 RtlInitStrongEnumerationHashTable
           1144  46F 00085A60 RtlInitUTF8String
           1145  470 000EB700 RtlInitUTF8StringEx
           1146  471 0003BA40 RtlInitUnicodeString
           1147  472 0001C270 RtlInitUnicodeStringEx
           1148  473 000F5C60 RtlInitWeakEnumerationHashTable
           1149  474 000843E0 RtlInitializeAtomPackage
           1150  475 0007B330 RtlInitializeBitMap
           1151  476 0009C7E0 RtlInitializeBitMapEx
           1152  477 00069F70 RtlInitializeConditionVariable
           1153  478 000FEED0 RtlInitializeContext
           1154  479 000856B0 RtlInitializeCorrelationVector
           1155  47A 00061570 RtlInitializeCriticalSection
           1156  47B 00064940 RtlInitializeCriticalSectionAndSpinCount
           1157  47C 00020BC0 RtlInitializeCriticalSectionEx
           1158  47D 00051C50 RtlInitializeExtendedContext
           1159  47E 00051FE0 RtlInitializeExtendedContext2
           1160  47F 0007DA20 RtlInitializeGenericTable
           1161  480 0007DDD0 RtlInitializeGenericTableAvl
           1162  481 0007FA20 RtlInitializeHandleTable
           1163  482 0008C090 RtlInitializeNtUserPfn
           1164  483 0008B570 RtlInitializeRXact
           1165  484 000112E0 RtlInitializeResource
           1166  485 0006EBA0 RtlInitializeSListHead
           1167  486 00069F70 RtlInitializeSRWLock
           1168  487 000400B0 RtlInitializeSid
           1169  488 00040050 RtlInitializeSidEx
           1170  489 000651A0 RtlInsertElementGenericTable
           1171  48A 0005BA20 RtlInsertElementGenericTableAvl
           1172  48B 00065210 RtlInsertElementGenericTableFull
           1173  48C 0005BA90 RtlInsertElementGenericTableFullAvl
           1174  48D 000676D0 RtlInsertEntryHashTable
           1175  48E 00068410 RtlInstallFunctionTableCallback
           1176  48F 000EDA30 RtlInt64ToUnicodeString
           1177  490 000163A0 RtlIntegerToChar
           1178  491 000164A0 RtlIntegerToUnicodeString
           1179  492 0007A020 RtlInterlockedClearBitRun
           1180  493 000701B0 RtlInterlockedFlushSList
           1181  494 000A0C00 RtlInterlockedPopEntrySList
           1182  495 00069F60 RtlInterlockedPushEntrySList
           1183  496 000A0CB0 RtlInterlockedPushListSList
           1184  497 000FF190 RtlInterlockedPushListSListEx
           1185  498 000ECE10 RtlInterlockedSetBitRun
           1186  499 000F20A0 RtlIoDecodeMemIoResource
           1187  49A 000F2140 RtlIoEncodeMemIoResource
           1188  49B 0007D8B0 RtlIpv4AddressToStringA
           1189  49C 0007D810 RtlIpv4AddressToStringExA
           1190  49D 0007B200 RtlIpv4AddressToStringExW
           1191  49E 0007B2D0 RtlIpv4AddressToStringW
           1192  49F 00077D10 RtlIpv4StringToAddressA
           1193  4A0 00077C80 RtlIpv4StringToAddressExA
           1194  4A1 0000D5D0 RtlIpv4StringToAddressExW
           1195  4A2 0000D720 RtlIpv4StringToAddressW
           1196  4A3 000776F0 RtlIpv6AddressToStringA
           1197  4A4 00077600 RtlIpv6AddressToStringExA
           1198  4A5 000659B0 RtlIpv6AddressToStringExW
           1199  4A6 00065AF0 RtlIpv6AddressToStringW
           1200  4A7 0007CDB0 RtlIpv6StringToAddressA
           1201  4A8 0007CD10 RtlIpv6StringToAddressExA
           1202  4A9 0000D950 RtlIpv6StringToAddressExW
           1203  4AA 0000DB60 RtlIpv6StringToAddressW
           1204  4AB 000DFB70 RtlIsActivationContextActive
           1205  4AC 0003C980 RtlIsCapabilitySid
           1206  4AD 00083A00 RtlIsCloudFilesPlaceholder
           1207  4AE 000E8DE0 RtlIsCriticalSectionLocked
           1208  4AF 00014890 RtlIsCriticalSectionLockedByThread
           1209  4B0 00074BE0 RtlIsCurrentProcess
           1210  4B1 000FF2E0 RtlIsCurrentThread
           1211  4B2 0009C360 RtlIsCurrentThreadAttachExempt
           1212  4B3 00077150 RtlIsDosDeviceName_U
           1213  4B4 000840D0 RtlIsElevatedRid
           1214  4B5 000792F0 RtlIsGenericTableEmpty
           1215  4B6 00085400 RtlIsGenericTableEmptyAvl
           1216  4B7 00040250 RtlIsMultiSessionSku
           1217  4B8 00082160 RtlIsMultiUsersInSessionSku
           1218  4B9 000FB4B0 RtlIsNameInExpression
           1219  4BA 000FB560 RtlIsNameInUnUpcasedExpression
           1220  4BB 000FCBD0 RtlIsNameLegalDOS8Dot3
           1221  4BC 000FF310 RtlIsNonEmptyDirectoryReparsePointAllowed
           1222  4BD 00100790 RtlIsNormalizedString
           1223  4BE 00083DC0 RtlIsPackageSid
           1224  4BF 00046760 RtlIsParentOfChildAppContainer
           1225  4C0 0007D700 RtlIsPartialPlaceholder
           1226  4C1 000FF1A0 RtlIsPartialPlaceholderFileHandle
           1227  4C2 000FF200 RtlIsPartialPlaceholderFileInfo
           1228  4C3 00010870 RtlIsProcessorFeaturePresent
           1229  4C4 00078590 RtlIsStateSeparationEnabled
           1230  4C5 00064460 RtlIsTextUnicode
           1231  4C6 0007DA00 RtlIsThreadWithinLoaderCallout
           1232  4C7 000E6590 RtlIsUntrustedObject
           1233  4C8 0004C9F0 RtlIsValidHandle
           1234  4C9 0004C9B0 RtlIsValidIndexHandle
           1235  4CA 000FCF70 RtlIsValidLocaleName
           1236  4CB 00067210 RtlIsValidProcessTrustLabelSid
           1237  4CC 000FF330 RtlIsZeroMemory
           1238  4CD 00100860 RtlKnownExceptionFilter
           1239  4CE 0003B020 RtlLCIDToCultureName
           1240  4CF 00001010 RtlLargeIntegerToChar
           1241  4D0 0003B2F0 RtlLcidToLocaleName
           1242  4D1 0002F230 RtlLeaveCriticalSection
           1243  4D2 0007A0C0 RtlLengthRequiredSid
           1244  4D3 000713F0 RtlLengthSecurityDescriptor
           1245  4D4 0006E1C0 RtlLengthSid
           1246  4D5 00036D50 RtlLengthSidAsUnicodeString
           1247  4D6 00046FA0 RtlLoadString
           1248  4D7 000E5D60 RtlLocalTimeToSystemTime
           1249  4D8 0003BA90 RtlLocaleNameToLcid
           1250  4D9 000F5CC0 RtlLocateExtendedFeature
           1251  4DA 000715A0 RtlLocateExtendedFeature2
           1252  4DB 00081160 RtlLocateLegacyContext
           1253  4DC 000EE0A0 RtlLockBootStatusData
           1254  4DD 00083590 RtlLockCurrentThread
           1255  4DE 0005E4A0 RtlLockHeap
           1256  4DF 0005D480 RtlLockMemoryBlockLookaside
           1257  4E0 000D5A70 RtlLockMemoryStreamRegion
           1258  4E1 0005D4F0 RtlLockMemoryZone
           1259  4E2 0005D780 RtlLockModuleSection
           1260  4E3 00101030 RtlLogStackBackTrace
           1261  4E4 0004C690 RtlLookupAtomInAtomTable
           1262  4E5 00065320 RtlLookupElementGenericTable
           1263  4E6 0005BC00 RtlLookupElementGenericTableAvl
           1264  4E7 000F77D0 RtlLookupElementGenericTableFull
           1265  4E8 0005BBC0 RtlLookupElementGenericTableFullAvl
           1266  4E9 00067760 RtlLookupEntryHashTable
           1267  4EA 0008A040 RtlLookupFirstMatchingElementGenericTableAvl
           1268  4EB 00032BE0 RtlLookupFunctionEntry
           1269  4EC 0009C520 RtlLookupFunctionTable
           1270  4ED 0006D290 RtlMakeSelfRelativeSD
           1271  4EE 00037EA0 RtlMapGenericMask
           1272  4EF 00001A10 RtlMapSecurityErrorToNtStatus
           1273  4F0 000A3E80 RtlMoveMemory
           1274  4F1 0006DBF0 RtlMultiAppendUnicodeStringBuffer
           1275  4F2 0004EB80 RtlMultiByteToUnicodeN
           1276  4F3 00016E10 RtlMultiByteToUnicodeSize
           1277  4F4 000F28F0 RtlMultipleAllocateHeap
           1278  4F5 000F2970 RtlMultipleFreeHeap
           1279  4F6 000D6E60 RtlNewInstanceSecurityObject
           1280  4F7 000D6F90 RtlNewSecurityGrantedAccess
           1281  4F8 00088530 RtlNewSecurityObject
           1282  4F9 00079C20 RtlNewSecurityObjectEx
           1283  4FA 00085D10 RtlNewSecurityObjectWithMultipleInheritance
           1284  4FB 00088D10 RtlNormalizeProcessParams
           1285  4FC 000E6720 RtlNormalizeSecurityDescriptor
           1286  4FD 00080230 RtlNormalizeString
           1287  4FE 00101A40 RtlNotifyFeatureUsage
           1288  4FF 000CC4C0 RtlNtPathNameToDosPathName
           1289  500 00050840 RtlNtStatusToDosError
           1290  501 000759E0 RtlNtStatusToDosErrorNoTeb
           1291  502 0011E420 RtlNtdllName
           1292  503 00083A20 RtlNumberGenericTableElements
           1293  504 00081AD0 RtlNumberGenericTableElementsAvl
           1294  505 000ECFA0 RtlNumberOfClearBits
           1295  506 000ECFD0 RtlNumberOfClearBitsEx
           1296  507 000ED000 RtlNumberOfClearBitsInRange
           1297  508 00076FB0 RtlNumberOfSetBits
           1298  509 000ED030 RtlNumberOfSetBitsEx
           1299  50A 000ED1D0 RtlNumberOfSetBitsInRange
           1300  50B 00085600 RtlNumberOfSetBitsUlongPtr
           1301  50C 00016DE0 RtlOemStringToUnicodeSize
           1302  50D 00060D90 RtlOemStringToUnicodeString
           1303  50E 00061110 RtlOemToUnicodeN
           1304  50F 00016790 RtlOpenCurrentUser
           1305  510 00101FB0 RtlOsDeploymentState
           1306  511 000E6BF0 RtlOwnerAcesPresent
           1307  512 00034A40 RtlPcToFileHeader
           1308  513 000EB090 RtlPinAtomInAtomTable
           1309  514 0006B6A0 RtlPopFrame
           1310  515 00060C30 RtlPrefixString
           1311  516 00015F60 RtlPrefixUnicodeString
           1312  517 0009C3A0 RtlPrepareForProcessCloning
           1313  518 0005DDB0 RtlProcessFlsData
           1314  519 0000E0E0 RtlProtectHeap
           1315  51A 0007CBB0 RtlPublishWnfStateData
           1316  51B 0006A4B0 RtlPushFrame
           1317  51C 00079DD0 RtlQueryActivationContextApplicationSettings
           1318  51D 00101AD0 RtlQueryAllFeatureConfigurations
           1319  51E 0004C270 RtlQueryAtomInAtomTable
           1320  51F 000E8E00 RtlQueryCriticalSectionOwner
           1321  520 0006B740 RtlQueryDepthSList
           1322  521 000EE670 RtlQueryDynamicTimeZoneInformation
           1323  522 00081080 RtlQueryElevationFlags
           1324  523 000157E0 RtlQueryEnvironmentVariable
           1325  524 0004DE70 RtlQueryEnvironmentVariable_U
           1326  525 0005CBC0 RtlQueryFeatureConfiguration
           1327  526 00101B80 RtlQueryFeatureConfigurationChangeStamp
           1328  527 00101B90 RtlQueryFeatureUsageNotificationSubscriptions
           1329  528 00073FA0 RtlQueryHeapInformation
           1330  529 000E1AF0 RtlQueryImageMitigationPolicy
           1331  52A 00078DA0 RtlQueryInformationAcl
           1332  52B 00012DE0 RtlQueryInformationActivationContext
           1333  52C 0007E460 RtlQueryInformationActiveActivationContext
           1334  52D 000D5A70 RtlQueryInterfaceMemoryStream
           1335  52E 000E3DE0 RtlQueryModuleInformation
           1336  52F 000695F0 RtlQueryPackageClaims
           1337  530 00069530 RtlQueryPackageIdentity
           1338  531 00069580 RtlQueryPackageIdentityEx
           1339  532 000401A0 RtlQueryPerformanceCounter
           1340  533 00071250 RtlQueryPerformanceFrequency
           1341  534 000D7710 RtlQueryProcessBackTraceInformation
           1342  535 000D78A0 RtlQueryProcessDebugInformation
           1343  536 000D7D80 RtlQueryProcessHeapInformation
           1344  537 000D8160 RtlQueryProcessLockInformation
           1345  538 000FF260 RtlQueryProcessPlaceholderCompatibilityMode
           1346  539 000819D0 RtlQueryProtectedPolicy
           1347  53A 000EE680 RtlQueryRegistryValueWithFallback
           1348  53B 000EE7D0 RtlQueryRegistryValues
           1349  53C 00085020 RtlQueryRegistryValuesEx
           1350  53D 00044740 RtlQueryResourcePolicy
           1351  53E 000D70C0 RtlQuerySecurityObject
           1352  53F 000F29E0 RtlQueryTagHeap
           1353  540 0007FFE0 RtlQueryThreadPlaceholderCompatibilityMode
           1354  541 000CC080 RtlQueryThreadProfiling
           1355  542 00057AF0 RtlQueryTimeZoneInformation
           1356  543 000833D0 RtlQueryTokenHostIdAsUlong64
           1357  544 000F7500 RtlQueryUmsThreadInformation
           1358  545 0005CE40 RtlQueryUnbiasedInterruptTime
           1359  546 001020F0 RtlQueryValidationRunlevel
           1360  547 00082D80 RtlQueryWnfMetaNotification
           1361  548 00044F70 RtlQueryWnfStateData
           1362  549 00083CF0 RtlQueryWnfStateDataWithExplicitScope
           1363  54A 000DC150 RtlQueueApcWow64Thread
           1364  54B 0000B780 RtlQueueWorkItem
           1365  54C 001021B0 RtlRaiseCustomSystemEventTrigger
           1366  54D 00051070 RtlRaiseException
           1367  54E 000A1D70 RtlRaiseExceptionForReturnAddressHijack
           1368  54F 000A1950 RtlRaiseNoncontinuableException
           1369  550 001025C0 RtlRaiseStatus
           1370  551 00043CE0 RtlRandom
           1371  552 00043CE0 RtlRandomEx
           1372  553 00027DC0 RtlRbInsertNodeEx
           1373  554 0002A0A0 RtlRbRemoveNode
           1374  555 00023640 RtlReAllocateHeap
           1375  556 000D5A70 RtlReadMemoryStream
           1376  557 000D5A70 RtlReadOutOfProcessMemoryStream
           1377  558 000CC0B0 RtlReadThreadProfilingData
           1378  559 0007F2C0 RtlRealPredecessor
           1379  55A 00065960 RtlRealSuccessor
           1380  55B 000093B0 RtlRegisterFeatureConfigurationChangeNotification
           1381  55C 00063C80 RtlRegisterForWnfMetaNotification
           1382  55D 000F7BF0 RtlRegisterSecureMemoryCacheCallback
           1383  55E 00054510 RtlRegisterThreadWithCsrss
           1384  55F 0000BE70 RtlRegisterWait
           1385  560 00013570 RtlReleaseActivationContext
           1386  561 000843E0 RtlReleaseMemoryStream
           1387  562 00011F80 RtlReleasePath
           1388  563 00077520 RtlReleasePebLock
           1389  564 00080B80 RtlReleasePrivilege
           1390  565 0001A320 RtlReleaseRelativeName
           1391  566 00064D20 RtlReleaseResource
           1392  567 00012C70 RtlReleaseSRWLockExclusive
           1393  568 00021920 RtlReleaseSRWLockShared
           1394  569 000FF000 RtlRemoteCall
           1395  56A 0007C350 RtlRemoveEntryHashTable
           1396  56B 00088870 RtlRemovePrivileges
           1397  56C 000D9780 RtlRemoveVectoredContinueHandler
           1398  56D 00082180 RtlRemoveVectoredExceptionHandler
           1399  56E 000E6C00 RtlReplaceSidInSd
           1400  56F 00087110 RtlReplaceSystemDirectoryInPath
           1401  570 000DCA90 RtlReportException
           1402  571 000DCB60 RtlReportExceptionEx
           1403  572 0005DF50 RtlReportSilentProcessExit
           1404  573 000843E0 RtlReportSqmEscalation
           1405  574 000EB1E0 RtlResetMemoryBlockLookaside
           1406  575 000EB240 RtlResetMemoryZone
           1407  576 0008C1B0 RtlResetNtUserPfn
           1408  577 000E5470 RtlResetRtlTranslations
           1409  578 000EE0C0 RtlRestoreBootStatusDefaults
           1410  579 0006DDB0 RtlRestoreContext
           1411  57A 000507C0 RtlRestoreLastWin32Error
           1412  57B 000EE1F0 RtlRestoreSystemBootStatusDefaults
           1413  57C 000EF470 RtlRestoreThreadPreferredUILanguages
           1414  57D 0008C230 RtlRetrieveNtUserPfn
           1415  57E 000D5A70 RtlRevertMemoryStream
           1416  57F 000E6F10 RtlRunDecodeUnicodeString
           1417  580 000E6F70 RtlRunEncodeUnicodeString
           1418  581 0000A530 RtlRunOnceBeginInitialize
           1419  582 00043AF0 RtlRunOnceComplete
           1420  583 00043870 RtlRunOnceExecuteOnce
           1421  584 00069F70 RtlRunOnceInitialize
           1422  585 00087DD0 RtlSecondsSince1970ToTime
           1423  586 000E5DD0 RtlSecondsSince1980ToTime
           1424  587 000D5A70 RtlSeekMemoryStream
           1425  588 0006D0B0 RtlSelfRelativeToAbsoluteSD
           1426  589 00088D30 RtlSelfRelativeToAbsoluteSD2
           1427  58A 00089920 RtlSendMsgToSm
           1428  58B 0007B120 RtlSetAllBits
           1429  58C 000ED450 RtlSetAllBitsEx
           1430  58D 000E7030 RtlSetAttributesSecurityDescriptor
           1431  58E 000811A0 RtlSetBit
           1432  58F 0009C7F0 RtlSetBitEx
           1433  590 000489E0 RtlSetBits
           1434  591 000ED4C0 RtlSetBitsEx
           1435  592 0007F990 RtlSetControlSecurityDescriptor
           1436  593 00071620 RtlSetCriticalSectionSpinCount
           1437  594 0005D030 RtlSetCurrentDirectory_U
           1438  595 0008BBD0 RtlSetCurrentEnvironment
           1439  596 00069400 RtlSetCurrentTransaction
           1440  597 0003C8E0 RtlSetDaclSecurityDescriptor
           1441  598 000EE800 RtlSetDynamicTimeZoneInformation
           1442  599 00082AE0 RtlSetEnvironmentStrings
           1443  59A 0004E160 RtlSetEnvironmentVar
           1444  59B 0004DF00 RtlSetEnvironmentVariable
           1445  59C 000F5CE0 RtlSetExtendedFeaturesMask
           1446  59D 00101C10 RtlSetFeatureConfigurations
           1447  59E 00038020 RtlSetGroupSecurityDescriptor
           1448  59F 00073DB0 RtlSetHeapInformation
           1449  5A0 000E2590 RtlSetImageMitigationPolicy
           1450  5A1 000E9E30 RtlSetInformationAcl
           1451  5A2 00112EC0 RtlSetIoCompletionCallback
           1452  5A3 000507C0 RtlSetLastWin32Error
           1453  5A4 000507A0 RtlSetLastWin32ErrorAndNtStatusFromNtStatus
           1454  5A5 000D5A70 RtlSetMemoryStreamSize
           1455  5A6 00038080 RtlSetOwnerSecurityDescriptor
           1456  5A7 000EE5E0 RtlSetPortableOperatingSystem
           1457  5A8 000D8500 RtlSetProcessDebugInformation
           1458  5A9 0008BAB0 RtlSetProcessIsCritical
           1459  5AA 000FF280 RtlSetProcessPlaceholderCompatibilityMode
           1460  5AB 00089780 RtlSetProcessPreferredUILanguages
           1461  5AC 00080C30 RtlSetProtectedPolicy
           1462  5AD 00085B70 RtlSetProxiedProcessId
           1463  5AE 00067450 RtlSetSaclSecurityDescriptor
           1464  5AF 0007FA80 RtlSetSearchPathMode
           1465  5B0 00085970 RtlSetSecurityDescriptorRMControl
           1466  5B1 00076770 RtlSetSecurityObject
           1467  5B2 000D73D0 RtlSetSecurityObjectEx
           1468  5B3 000858E0 RtlSetSystemBootStatus
           1469  5B4 000EE230 RtlSetSystemBootStatusEx
           1470  5B5 0004D370 RtlSetThreadErrorMode
           1471  5B6 000890D0 RtlSetThreadIsCritical
           1472  5B7 0007CB80 RtlSetThreadPlaceholderCompatibilityMode
           1473  5B8 000843E0 RtlSetThreadPoolStartFunc
           1474  5B9 0003EC90 RtlSetThreadPreferredUILanguages
           1475  5BA 0003EC40 RtlSetThreadPreferredUILanguages2
           1476  5BB 00020570 RtlSetThreadSubProcessTag
           1477  5BC 00020500 RtlSetThreadWorkOnBehalfTicket
           1478  5BD 000EE810 RtlSetTimeZoneInformation
           1479  5BE 00112EB0 RtlSetTimer
           1480  5BF 000F75A0 RtlSetUmsThreadInformation
           1481  5C0 0007F9E0 RtlSetUnhandledExceptionFilter
           1482  5C1 000F2D80 RtlSetUserFlagsHeap
           1483  5C2 00001F60 RtlSetUserValueHeap
           1484  5C3 0007BC40 RtlSidDominates
           1485  5C4 00067180 RtlSidDominatesForTrust
           1486  5C5 000E7060 RtlSidEqualLevel
           1487  5C6 0007C000 RtlSidHashInitialize
           1488  5C7 00077B70 RtlSidHashLookup
           1489  5C8 000E70F0 RtlSidIsHigherLevel
           1490  5C9 00024160 RtlSizeHeap
           1491  5CA 000642A0 RtlSleepConditionVariableCS
           1492  5CB 00064000 RtlSleepConditionVariableSRW
           1493  5CC 00065400 RtlSplay
           1494  5CD 000811B0 RtlStartRXact
           1495  5CE 000D5A70 RtlStatMemoryStream
           1496  5CF 00069B70 RtlStringFromGUID
           1497  5D0 00069B80 RtlStringFromGUIDEx
           1498  5D1 00067920 RtlStronglyEnumerateEntryHashTable
           1499  5D2 000752D0 RtlSubAuthorityCountSid
           1500  5D3 00071600 RtlSubAuthoritySid
           1501  5D4 00101D10 RtlSubscribeForFeatureUsageNotification
           1502  5D5 000424A0 RtlSubscribeWnfStateChangeNotification
           1503  5D6 000658D0 RtlSubtreePredecessor
           1504  5D7 000F77A0 RtlSubtreeSuccessor
           1505  5D8 0003CC80 RtlSwitchedVVI
           1506  5D9 0007D590 RtlSystemTimeToLocalTime
           1507  5DA 00084D90 RtlTestAndPublishWnfStateData
           1508  5DB 000855B0 RtlTestBit
           1509  5DC 0009C800 RtlTestBitEx
           1510  5DD 0008BEE0 RtlTestProtectedAccess
           1511  5DE 0005B060 RtlTimeFieldsToTime
           1512  5DF 0007AC90 RtlTimeToElapsedTimeFields
           1513  5E0 0007AD80 RtlTimeToSecondsSince1970
           1514  5E1 0007AC50 RtlTimeToSecondsSince1980
           1515  5E2 0005B390 RtlTimeToTimeFields
           1516  5E3 00102750 RtlTraceDatabaseAdd
           1517  5E4 001027D0 RtlTraceDatabaseCreate
           1518  5E5 00102910 RtlTraceDatabaseDestroy
           1519  5E6 00102990 RtlTraceDatabaseEnumerate
           1520  5E7 00102A60 RtlTraceDatabaseFind
           1521  5E8 00102AE0 RtlTraceDatabaseLock
           1522  5E9 00102B10 RtlTraceDatabaseUnlock
           1523  5EA 00102B30 RtlTraceDatabaseValidate
           1524  5EB 0007B590 RtlTryAcquirePebLock
           1525  5EC 00081F60 RtlTryAcquireSRWLockExclusive
           1526  5ED 00076D90 RtlTryAcquireSRWLockShared
           1527  5EE 000E8CB0 RtlTryConvertSRWLockSharedToExclusiveOrRelease
           1528  5EF 000207E0 RtlTryEnterCriticalSection
           1529  5F0 000593E0 RtlUTF8StringToUnicodeString
           1530  5F1 000594B0 RtlUTF8ToUnicodeN
           1531  5F2 00102F60 RtlUdiv128
           1532  5F3 000F75E0 RtlUmsThreadYield
           1533  5F4 0009C980 RtlUnhandledExceptionFilter
           1534  5F5 00100880 RtlUnhandledExceptionFilter2
           1535  5F6 000612E0 RtlUnicodeStringToAnsiSize
           1536  5F7 00061310 RtlUnicodeStringToAnsiString
           1537  5F8 000EB2C0 RtlUnicodeStringToCountedOemString
           1538  5F9 000755D0 RtlUnicodeStringToInteger
           1539  5FA 000612E0 RtlUnicodeStringToOemSize
           1540  5FB 00060CB0 RtlUnicodeStringToOemString
           1541  5FC 00102E60 RtlUnicodeStringToUTF8String
           1542  5FD 000E56A0 RtlUnicodeToCustomCPN
           1543  5FE 00061430 RtlUnicodeToMultiByteN
           1544  5FF 000613F0 RtlUnicodeToMultiByteSize
           1545  600 00061070 RtlUnicodeToOemN
           1546  601 0005AA00 RtlUnicodeToUTF8N
           1547  602 00074B20 RtlUniform
           1548  603 000EE250 RtlUnlockBootStatusData
           1549  604 00086CC0 RtlUnlockCurrentThread
           1550  605 0005E540 RtlUnlockHeap
           1551  606 0005CEA0 RtlUnlockMemoryBlockLookaside
           1552  607 000D5A70 RtlUnlockMemoryStreamRegion
           1553  608 0005CF00 RtlUnlockMemoryZone
           1554  609 0005D6D0 RtlUnlockModuleSection
           1555  60A 0007EEF0 RtlUnregisterFeatureConfigurationChangeNotification
           1556  60B 00101D20 RtlUnsubscribeFromFeatureUsageNotifications
           1557  60C 00062680 RtlUnsubscribeWnfNotificationWaitForCompletion
           1558  60D 00062470 RtlUnsubscribeWnfNotificationWithCompletionCallback
           1559  60E 00062630 RtlUnsubscribeWnfStateChangeNotification
           1560  60F 00050E10 RtlUnwind
           1561  610 00030600 RtlUnwindEx
           1562  611 00059AB0 RtlUpcaseUnicodeChar
           1563  612 00015D20 RtlUpcaseUnicodeString
           1564  613 000EB3F0 RtlUpcaseUnicodeStringToAnsiString
           1565  614 000EB500 RtlUpcaseUnicodeStringToCountedOemString
           1566  615 00060E80 RtlUpcaseUnicodeStringToOemString
           1567  616 000E57D0 RtlUpcaseUnicodeToCustomCPN
           1568  617 000611C0 RtlUpcaseUnicodeToMultiByteN
           1569  618 00061010 RtlUpcaseUnicodeToOemN
           1570  619 0005E0B0 RtlUpdateClonedCriticalSection
           1571  61A 0009C7B0 RtlUpdateClonedSRWLock
           1572  61B 00081AE0 RtlUpdateTimer
           1573  61C 00060D70 RtlUpperChar
           1574  61D 000EB710 RtlUpperString
           1575  61E 00080000 RtlUserFiberStart
           1576  61F 00052680 RtlUserThreadStart
           1577  620 00037760 RtlValidAcl
           1578  621 000E3600 RtlValidProcessProtection
           1579  622 00073C10 RtlValidRelativeSecurityDescriptor
           1580  623 000701C0 RtlValidSecurityDescriptor
           1581  624 00037950 RtlValidSid
           1582  625 000FC130 RtlValidateCorrelationVector
           1583  626 0005E190 RtlValidateHeap
           1584  627 000F3260 RtlValidateProcessHeaps
           1585  628 00078F80 RtlValidateUnicodeString
           1586  629 0007A0E0 RtlVerifyVersionInfo
           1587  62A 00030DE0 RtlVirtualUnwind
           1588  62B 000624C0 RtlWaitForWnfMetaNotification
           1589  62C 00063460 RtlWaitOnAddress
           1590  62D 00063210 RtlWakeAddressAll
           1591  62E 001031E0 RtlWakeAddressAllNoFence
           1592  62F 00062660 RtlWakeAddressSingle
           1593  630 001031F0 RtlWakeAddressSingleNoFence
           1594  631 00055420 RtlWakeAllConditionVariable
           1595  632 00054AB0 RtlWakeConditionVariable
           1596  633 00051670 RtlWalkFrameChain
           1597  634 000F3390 RtlWalkHeap
           1598  635 000F5C70 RtlWeaklyEnumerateEntryHashTable
           1599  636 000DD4A0 RtlWerpReportException
