Dump of file ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        2432 number of functions
        2432 number of names

    ordinal hint RVA      name

            545  218 0009FE80 NtRemoveProcessDebug
            546  219 0009FEA0 NtRenameKey
            547  21A 0009FEC0 NtRenameTransactionManager
            548  21B 0009FEE0 NtReplaceKey
            549  21C 0009FF00 NtReplacePartitionUnit
            550  21D 0009D1D0 NtReplyPort
            551  21E 0009D1B0 NtReplyWaitReceivePort
            552  21F 0009D5B0 NtReplyWaitReceivePortEx
            553  220 0009FF20 NtReplyWaitReplyPort
            554  221 0009FF40 NtRequestPort
            555  222 0009D490 NtRequestWaitReplyPort
            556  223 0009FF60 NtResetEvent
            557  224 0009FF80 NtResetWriteWatch
            558  225 0009FFA0 NtRestoreKey
            559  226 0009FFC0 NtResumeProcess
            560  227 0009DA90 NtResumeThread
            561  228 0009FFE0 NtRevertContainerImpersonation
            562  229 000A0000 NtRollbackComplete
            563  22A 000A0020 NtRollbackEnlistment
            564  22B 000A0040 NtRollbackRegistryTransaction
            565  22C 000A0060 NtRollbackTransaction
            566  22D 000A0080 NtRollforwardTransactionManager
            567  22E 000A00A0 NtSaveKey
            568  22F 000A00C0 NtSaveKeyEx
            569  230 000A00E0 NtSaveMergedKeys
            570  231 000A0100 NtSecureConnectPort
            571  232 000A0120 NtSerializeBoot
            572  233 000A0140 NtSetBootEntryOrder
            573  234 000A0160 NtSetBootOptions
            574  235 000A0180 NtSetCachedSigningLevel
            575  236 000A01A0 NtSetCachedSigningLevel2
            576  237 000A01C0 NtSetContextThread
            577  238 000A01E0 NtSetDebugFilterState
            578  239 000A0200 NtSetDefaultHardErrorPort
            579  23A 000A0220 NtSetDefaultLocale
            580  23B 000A0240 NtSetDefaultUILanguage
            581  23C 000A0260 NtSetDriverEntryOrder
            582  23D 000A0280 NtSetEaFile
            583  23E 0009D210 NtSetEvent
            584  23F 0009D5F0 NtSetEventBoostPriority
            585  240 000A02A0 NtSetHighEventPair
            586  241 000A02C0 NtSetHighWaitLowEventPair
            587  242 000A02E0 NtSetIRTimer
            588  243 000A0300 NtSetInformationDebugObject
            589  244 000A0320 NtSetInformationEnlistment
            590  245 0009D530 NtSetInformationFile
            591  246 000A0340 NtSetInformationJobObject
            592  247 000A0360 NtSetInformationKey
            593  248 0009DBC0 NtSetInformationObject
            594  249 0009D3D0 NtSetInformationProcess
            595  24A 000A0380 NtSetInformationResourceManager
            596  24B 000A03A0 NtSetInformationSymbolicLink
            597  24C 0009D1F0 NtSetInformationThread
            598  24D 000A03C0 NtSetInformationToken
            599  24E 000A03E0 NtSetInformationTransaction
            600  24F 000A0400 NtSetInformationTransactionManager
            601  250 000A0420 NtSetInformationVirtualMemory
            602  251 000A0440 NtSetInformationWorkerFactory
            603  252 000A0460 NtSetIntervalProfile
            604  253 000A0480 NtSetIoCompletion
            605  254 000A04A0 NtSetIoCompletionEx
            606  255 000A04C0 NtSetLdtEntries
            607  256 000A04E0 NtSetLowEventPair
            608  257 000A0500 NtSetLowWaitHighEventPair
            609  258 000A0520 NtSetQuotaInformationFile
            610  259 000A0540 NtSetSecurityObject
            611  25A 000A0560 NtSetSystemEnvironmentValue
            612  25B 000A0580 NtSetSystemEnvironmentValueEx
            613  25C 000A05A0 NtSetSystemInformation
            614  25D 000A05C0 NtSetSystemPowerState
            615  25E 000A05E0 NtSetSystemTime
            616  25F 000A0600 NtSetThreadExecutionState
            617  260 0009DC80 NtSetTimer
            618  261 000A0620 NtSetTimer2
            619  262 000A0640 NtSetTimerEx
            620  263 000A0660 NtSetTimerResolution
            621  264 000A0680 NtSetUuidSeed
            622  265 0009DC40 NtSetValueKey
            623  266 000A06A0 NtSetVolumeInformationFile
            624  267 000A06C0 NtSetWnfProcessNotificationEvent
            625  268 000A06E0 NtShutdownSystem
            626  269 000A0700 NtShutdownWorkerFactory
            627  26A 000A0720 NtSignalAndWaitForSingleObject
            628  26B 000A0740 NtSinglePhaseReject
            629  26C 000A0760 NtStartProfile
            630  26D 000A0780 NtStopProfile
            631  26E 000A07A0 NtSubscribeWnfStateChange
            632  26F 000A07C0 NtSuspendProcess
            633  270 000A07E0 NtSuspendThread
            634  271 000A0800 NtSystemDebugControl
            635  272 000A0820 NtTerminateEnclave
            636  273 000A0840 NtTerminateJobObject
            637  274 0009D5D0 NtTerminateProcess
            638  275 0009DAB0 NtTerminateThread
            639  276 000A0860 NtTestAlert
            640  277 000A0880 NtThawRegistry
            641  278 000A08A0 NtThawTransactions
            642  279 000A08C0 NtTraceControl
            643  27A 0009DC00 NtTraceEvent
            644  27B 000A08E0 NtTranslateFilePath
            645  27C 000A0900 NtUmsThreadYield
            646  27D 000A0920 NtUnloadDriver
            647  27E 000A0940 NtUnloadKey
            648  27F 000A0960 NtUnloadKey2
            649  280 000A0980 NtUnloadKeyEx
            650  281 000A09A0 NtUnlockFile
            651  282 000A09C0 NtUnlockVirtualMemory
            652  283 0009D590 NtUnmapViewOfSection
            653  284 000A09E0 NtUnmapViewOfSectionEx
            654  285 000A0A00 NtUnsubscribeWnfStateChange
            655  286 000A0A20 NtUpdateWnfStateData
            656  287 000A0A40 NtVdmControl
            657  288 000A0A60 NtWaitForAlertByThreadId
            658  289 000A0A80 NtWaitForDebugEvent
            659  28A 000A0AA0 NtWaitForKeyedEvent
            660  28B 0009DBA0 NtWaitForMultipleObjects
            661  28C 0009D390 NtWaitForMultipleObjects32
            662  28D 0009D0D0 NtWaitForSingleObject
            663  28E 000A0AC0 NtWaitForWorkViaWorkerFactory
            664  28F 000A0AE0 NtWaitHighEventPair
            665  290 000A0B00 NtWaitLowEventPair
            666  291 0009D070 NtWorkerFactoryWorkerReady
            667  292 0009D150 NtWriteFile
            668  293 0009D3B0 NtWriteFileGather
            669  294 0009DB30 NtWriteRequestData
            670  295 0009D790 NtWriteVirtualMemory
            671  296 0009D910 NtYieldExecution
            672  297 0009CD20 NtdllDefWindowProc_A
            673  298 0009CD30 NtdllDefWindowProc_W
            674  299 0009CDE0 NtdllDialogWndProc_A
            675  29A 0009CDF0 NtdllDialogWndProc_W
            676  29B 000E6000 PfxFindPrefix
            677  29C 000E60E0 PfxInitialize
            678  29D 000E6100 PfxInsertPrefix
            679  29E 000E6220 PfxRemovePrefix
            680  29F 00113BF0 PssNtCaptureSnapshot
            681  2A0 001140C0 PssNtDuplicateSnapshot
            682  2A1 00114140 PssNtFreeRemoteSnapshot
            683  2A2 00114350 PssNtFreeSnapshot
            684  2A3 001144E0 PssNtFreeWalkMarker
            685  2A4 00114510 PssNtQuerySnapshot
            686  2A5 001147C0 PssNtValidateDescriptor
            687  2A6 00114950 PssNtWalkSnapshot
            688  2A7 00080060 RtlAbortRXact
            689  2A8 0006D270 RtlAbsoluteToSelfRelativeSD
            690  2A9 00079A90 RtlAcquirePebLock
            691  2AA 00077180 RtlAcquirePrivilege
            692  2AB 0007E890 RtlAcquireReleaseSRWLockExclusive
            693  2AC 00064BE0 RtlAcquireResourceExclusive
            694  2AD 00064AC0 RtlAcquireResourceShared
            695  2AE 000290A0 RtlAcquireSRWLockExclusive
            696  2AF 00021760 RtlAcquireSRWLockShared
            697  2B0 00072360 RtlActivateActivationContext
            698  2B1 000723B0 RtlActivateActivationContextEx
            699  2B2 00019900 RtlActivateActivationContextUnsafeFast
            700  2B3 00077880 RtlAddAccessAllowedAce
            701  2B4 00078FD0 RtlAddAccessAllowedAceEx
            702  2B5 000E93B0 RtlAddAccessAllowedObjectAce
            703  2B6 0008BCA0 RtlAddAccessDeniedAce
            704  2B7 000858B0 RtlAddAccessDeniedAceEx
            705  2B8 000E9410 RtlAddAccessDeniedObjectAce
            706  2B9 000E9470 RtlAddAccessFilterAce
            707  2BA 00066C70 RtlAddAce
            708  2BB 0008A870 RtlAddActionToRXact
            709  2BC 0004C470 RtlAddAtomToAtomTable
            710  2BD 00081220 RtlAddAttributeActionToRXact
            711  2BE 0008B300 RtlAddAuditAccessAce
            712  2BF 0008A9A0 RtlAddAuditAccessAceEx
            713  2C0 000E9680 RtlAddAuditAccessObjectAce
            714  2C1 000E96F0 RtlAddCompoundAce
            715  2C2 00067BD0 RtlAddFunctionTable
            716  2C3 00068720 RtlAddGrowableFunctionTable
            717  2C4 000EB150 RtlAddIntegrityLabelToBoundaryDescriptor
            718  2C5 00067290 RtlAddMandatoryAce
            719  2C6 00066800 RtlAddProcessTrustLabelAce
            720  2C7 000134C0 RtlAddRefActivationContext
            721  2C8 000843E0 RtlAddRefMemoryStream
            722  2C9 000E9860 RtlAddResourceAttributeAce
            723  2CA 0007F730 RtlAddSIDToBoundaryDescriptor
            724  2CB 000E9BB0 RtlAddScopedPolicyIDAce
            725  2CC 000D9760 RtlAddVectoredContinueHandler
            726  2CD 00081780 RtlAddVectoredExceptionHandler
            727  2CE 00076F70 RtlAddressInSectionTable
            728  2CF 000791E0 RtlAdjustPrivilege
            729  2D0 00070840 RtlAllocateActivationContextStack
            730  2D1 0006D920 RtlAllocateAndInitializeSid
            731  2D2 0008B240 RtlAllocateAndInitializeSidEx
            732  2D3 0004CAB0 RtlAllocateHandle
            733  2D4 0002A9A0 RtlAllocateHeap
            734  2D5 0011B010 RtlAllocateMemoryBlockLookaside
            735  2D6 0011B130 RtlAllocateMemoryZone
            736  2D7 00084570 RtlAllocateWnfSerializationGroup
            737  2D8 000614B0 RtlAnsiCharToUnicodeChar
            738  2D9 00016DE0 RtlAnsiStringToUnicodeSize
            739  2DA 00019580 RtlAnsiStringToUnicodeString
            740  2DB 000EB630 RtlAppendAsciizToString
            741  2DC 000CC210 RtlAppendPathElement
            742  2DD 000EB6A0 RtlAppendStringToString
            743  2DE 00017270 RtlAppendUnicodeStringToString
            744  2DF 00037990 RtlAppendUnicodeToString
            745  2E0 000DBFC0 RtlApplicationVerifierStop
            746  2E1 000E62F0 RtlApplyRXact
            747  2E2 00080030 RtlApplyRXactNoFlush
            748  2E3 000CBDA0 RtlAppxIsFileOwnedByTrustedInstaller
            749  2E4 0007C340 RtlAreAllAccessesGranted
            750  2E5 000E63A0 RtlAreAnyAccessesGranted
            751  2E6 000EB770 RtlAreBitsClear
            752  2E7 000EB830 RtlAreBitsClearEx
            753  2E8 0007AF10 RtlAreBitsSet
            754  2E9 000752B0 RtlAreLongPathsEnabled
            755  2EA 000ED740 RtlAssert
            756  2EB 00068920 RtlAvlInsertNodeEx
            757  2EC 00068070 RtlAvlRemoveNode
            758  2ED 000ED870 RtlBarrier
            759  2EE 000ED880 RtlBarrierForDelete
            760  2EF 000A108B RtlCallEnclaveReturn
            761  2F0 00112E90 RtlCancelTimer
            762  2F1 0000CF10 RtlCanonicalizeDomainName
            763  2F2 0003FCD0 RtlCapabilityCheck
            764  2F3 00088640 RtlCapabilityCheckForSingleSessionSku
            765  2F4 000A1180 RtlCaptureContext
            766  2F5 000A12C0 RtlCaptureContext2
            767  2F6 000515F0 RtlCaptureStackBackTrace
            768  2F7 00075B60 RtlCharToInteger
            769  2F8 000EDC00 RtlCheckBootStatusIntegrity
            770  2F9 0007D660 RtlCheckForOrphanedCriticalSections
            771  2FA 000843F0 RtlCheckPortableOperatingSystem
            772  2FB 00045920 RtlCheckRegistryKey
            773  2FC 000859A0 RtlCheckSandboxedToken
            774  2FD 000EDD60 RtlCheckSystemBootStatusIntegrity
            775  2FE 0003C650 RtlCheckTokenCapability
            776  2FF 000E63B0 RtlCheckTokenMembership
            777  300 00036520 RtlCheckTokenMembershipEx
            778  301 0006EDC0 RtlCleanUpTEBLangLists
            779  302 00077F00 RtlClearAllBits
            780  303 000EB8F0 RtlClearAllBitsEx
            781  304 0009C7D0 RtlClearBit
            782  305 000EB920 RtlClearBitEx
            783  306 0004B7E0 RtlClearBits
            784  307 000EB930 RtlClearBitsEx
            785  308 000675B0 RtlClearThreadWorkOnBehalfTicket
            786  309 000D5A70 RtlCloneMemoryStream
            787  30A 000D64A0 RtlCloneUserProcess
            788  30B 000F1E90 RtlCmDecodeMemIoResource
            789  30C 000F1F00 RtlCmEncodeMemIoResource
            790  30D 000D7410 RtlCommitDebugInfo
            791  30E 000D5A70 RtlCommitMemoryStream
            792  30F 000F2300 RtlCompactHeap
            793  310 000F56D0 RtlCompareAltitudes
            794  311 000A19D0 RtlCompareMemory
            795  312 000A1A50 RtlCompareMemoryUlong
            796  313 0008B190 RtlCompareString
            797  314 00016090 RtlCompareUnicodeString
            798  315 00015FF0 RtlCompareUnicodeStrings
            799  316 0009C260 RtlCompleteProcessCloning
            800  317 000828A0 RtlCompressBuffer
            801  318 00058990 RtlComputeCrc32
            802  319 000E06E0 RtlComputeImportTableHash
            803  31A 000D56F0 RtlComputePrivatizedDllName_U
            804  31B 000895E0 RtlConnectToSm
            805  31C 000E5020 RtlConsoleMultiByteToUnicodeN
            806  31D 000F5AE0 RtlConstructCrossVmEventPath
            807  31E 000F5AE0 RtlConstructCrossVmMutexPath
            808  31F 00087E10 RtlContractHashTable
            809  320 0007A810 RtlConvertDeviceFamilyInfoToString
            810  321 0008A010 RtlConvertExclusiveToShared
            811  322 000EEE20 RtlConvertLCIDToString
            812  323 000853D0 RtlConvertSRWLockExclusiveToShared
            813  324 0007E410 RtlConvertSharedToExclusive
            814  325 00037250 RtlConvertSidToUnicodeString
            815  326 000D69E0 RtlConvertToAutoInheritSecurityObject
            816  327 000EB9F0 RtlCopyBitMap
            817  328 00050F10 RtlCopyContext
            818  329 000F5C80 RtlCopyExtendedContext
            819  32A 000791D0 RtlCopyLuid
            820  32B 000E63D0 RtlCopyLuidAndAttributesArray
            821  32C 00085430 RtlCopyMappedMemory
            822  32D 000A3E80 RtlCopyMemory
            823  32E 000A1A80 RtlCopyMemoryNonTemporal
            824  32F 000D5A70 RtlCopyMemoryStreamTo
            825  330 000D5A70 RtlCopyOutOfProcessMemoryStreamTo
            826  331 0006CFF0 RtlCopySecurityDescriptor
            827  332 00067410 RtlCopySid
            828  333 000E6400 RtlCopySidAndAttributesArray
            829  334 000854C0 RtlCopyString
            830  335 000102F0 RtlCopyUnicodeString
            831  336 0007EA00 RtlCrc32
            832  337 000F63F0 RtlCrc64
            833  338 0003A450 RtlCreateAcl
            834  339 00072E60 RtlCreateActivationContext
            835  33A 00066990 RtlCreateAndSetSD
            836  33B 0004CCC0 RtlCreateAtomTable
            837  33C 000EDDC0 RtlCreateBootStatusDataFile
            838  33D 00081F80 RtlCreateBoundaryDescriptor
            839  33E 0004DEE0 RtlCreateEnvironment
            840  33F 0004DF50 RtlCreateEnvironmentEx
            841  340 000733B0 RtlCreateHashTable
            842  341 0008A990 RtlCreateHashTableEx
            843  342 0000A8B0 RtlCreateHeap
            844  343 0007A590 RtlCreateMemoryBlockLookaside
            845  344 0007A760 RtlCreateMemoryZone
            846  345 000D6730 RtlCreateProcessParameters
            847  346 0004D580 RtlCreateProcessParametersEx
            848  347 0004D5F0 RtlCreateProcessParametersWithTemplate
            849  348 000D5BA0 RtlCreateProcessReflection
            850  349 000D7420 RtlCreateQueryDebugBuffer
            851  34A 000EE630 RtlCreateRegistryKey
            852  34B 0003C950 RtlCreateSecurityDescriptor
            853  34C 0003FAC0 RtlCreateServiceSid
            854  34D 00087E50 RtlCreateSystemVolumeInformationFolder
            855  34E 0007D0D0 RtlCreateTagHeap
            856  34F 00009D50 RtlCreateTimer
            857  350 00082930 RtlCreateTimerQueue
            858  351 000F6E10 RtlCreateUmsCompletionList
            859  352 000F6F30 RtlCreateUmsThreadContext
            860  353 00038AF0 RtlCreateUnicodeString
            861  354 00016570 RtlCreateUnicodeStringFromAsciiz
            862  355 000E1900 RtlCreateUserFiberShadowStack
            863  356 000E1980 RtlCreateUserProcess
            864  357 00088970 RtlCreateUserProcessEx
            865  358 000D69F0 RtlCreateUserSecurityObject
            866  359 00076310 RtlCreateUserStack
            867  35A 00056090 RtlCreateUserThread
            868  35B 00084130 RtlCreateVirtualAccountSid
            869  35C 0003B850 RtlCultureNameToLCID
            870  35D 000E5190 RtlCustomCPToUnicodeN
            871  35E 0005AEA0 RtlCutoverTimeToSystemTime
            872  35F 000D76C0 RtlDeCommitDebugInfo
            873  360 000D67A0 RtlDeNormalizeProcessParams
            874  361 00070A40 RtlDeactivateActivationContext
            875  362 000197B0 RtlDeactivateActivationContextUnsafeFast
            876  363 0007FFD0 RtlDebugPrintTimes
            877  364 00069F20 RtlDecodePointer
            878  365 000DC880 RtlDecodeRemotePointer
            879  366 000836C0 RtlDecodeSystemPointer
            880  367 000F58D0 RtlDecompressBuffer
            881  368 0007F900 RtlDecompressBufferEx
            882  369 000F5950 RtlDecompressFragment
            883  36A 000D6A90 RtlDefaultNpAcl
            884  36B 00065610 RtlDelete
            885  36C 00078780 RtlDeleteAce
            886  36D 0004C170 RtlDeleteAtomFromAtomTable
            887  36E 000ED890 RtlDeleteBarrier
            888  36F 00022E70 RtlDeleteBoundaryDescriptor
            889  370 00010FC0 RtlDeleteCriticalSection
            890  371 00065110 RtlDeleteElementGenericTable
            891  372 0005B7F0 RtlDeleteElementGenericTableAvl
            892  373 0005B830 RtlDeleteElementGenericTableAvlEx
            893  374 000679F0 RtlDeleteFunctionTable
            894  375 00067EC0 RtlDeleteGrowableFunctionTable
            895  376 0007AF50 RtlDeleteHashTable
            896  377 000656B0 RtlDeleteNoSplay
            897  378 0008BF30 RtlDeleteRegistryValue
            898  379 00010F30 RtlDeleteResource
            899  37A 0007D750 RtlDeleteSecurityObject
            900  37B 00009C00 RtlDeleteTimer
            901  37C 00112EA0 RtlDeleteTimerQueue
            902  37D 00084A20 RtlDeleteTimerQueueEx
            903  37E 000F7040 RtlDeleteUmsCompletionList
            904  37F 000F70A0 RtlDeleteUmsThreadContext
            905  380 000F7100 RtlDequeueUmsCompletionListItems
            906  381 000F7AC0 RtlDeregisterSecureMemoryCacheCallback
            907  382 00085960 RtlDeregisterWait
            908  383 0000B5B0 RtlDeregisterWaitEx
            909  384 0001FD40 RtlDeriveCapabilitySidsFromName
            910  385 0008A730 RtlDestroyAtomTable
            911  386 0007D7A0 RtlDestroyEnvironment
            912  387 000855D0 RtlDestroyHandleTable
            913  388 00009680 RtlDestroyHeap
            914  389 00085050 RtlDestroyMemoryBlockLookaside
            915  38A 000850B0 RtlDestroyMemoryZone
            916  38B 0007D7A0 RtlDestroyProcessParameters
            917  38C 000D76D0 RtlDestroyQueryDebugBuffer
            918  38D 000602A0 RtlDetectHeapLeaks
            919  38E 00076290 RtlDetermineDosPathNameType_U
            920  38F 000CBF10 RtlDisableThreadProfiling
            921  390 0007FA60 RtlDisownModuleHeapAllocation
            922  391 00063440 RtlDllShutdownInProgress
            923  392 00060B30 RtlDnsHostNameToComputerName
            924  393 00085C20 RtlDoesFileExists_U
            925  394 000FB460 RtlDoesNameContainWildCards
            926  395 0001A9E0 RtlDosApplyFileIsolationRedirection_Ustr
            927  396 000CC460 RtlDosLongPathNameToNtPathName_U_WithStatus
            928  397 000CC490 RtlDosLongPathNameToRelativeNtPathName_U_WithStatus
            929  398 00017310 RtlDosPathNameToNtPathName_U
            930  399 00016BE0 RtlDosPathNameToNtPathName_U_WithStatus
            931  39A 00016B80 RtlDosPathNameToRelativeNtPathName_U
            932  39B 0001AEE0 RtlDosPathNameToRelativeNtPathName_U_WithStatus
            933  39C 00088EA0 RtlDosSearchPath_U
            934  39D 00019C40 RtlDosSearchPath_Ustr
            935  39E 000EB2A0 RtlDowncaseUnicodeChar
            936  39F 0007BD70 RtlDowncaseUnicodeString
            937  3A0 000FBC80 RtlDrainNonVolatileFlush
            938  3A1 000E8D30 RtlDumpResource
            939  3A2 00078E40 RtlDuplicateUnicodeString
            940  3A3 0008A7F0 RtlEmptyAtomTable
            941  3A4 000E8D80 RtlEnableEarlyCriticalSectionEventCreation
            942  3A5 000CBF80 RtlEnableThreadProfiling
            943  3A6 000A0FB0 RtlEnclaveCallDispatch
            944  3A7 000A0FE1 RtlEnclaveCallDispatchReturn
            945  3A8 00071F40 RtlEncodePointer
            946  3A9 000DC8F0 RtlEncodeRemotePointer
            947  3AA 00085240 RtlEncodeSystemPointer
            948  3AB 00081110 RtlEndEnumerationHashTable
            949  3AC 0007FFD0 RtlEndStrongEnumerationHashTable
            950  3AD 000F5C50 RtlEndWeakEnumerationHashTable
            951  3AE 0002FAA0 RtlEnterCriticalSection
            952  3AF 000F7190 RtlEnterUmsSchedulingMode
            953  3B0 000F2490 RtlEnumProcessHeaps
            954  3B1 00067850 RtlEnumerateEntryHashTable
            955  3B2 000650A0 RtlEnumerateGenericTable
            956  3B3 00064A10 RtlEnumerateGenericTableAvl
            957  3B4 000F7870 RtlEnumerateGenericTableLikeADirectory
            958  3B5 00065900 RtlEnumerateGenericTableWithoutSplaying
            959  3B6 00064A30 RtlEnumerateGenericTableWithoutSplayingAvl
            960  3B7 000EB2B0 RtlEqualComputerName
            961  3B8 0000CE90 RtlEqualDomainName
            962  3B9 000E64C0 RtlEqualLuid
            963  3BA 00037DE0 RtlEqualPrefixSid
            964  3BB 00038310 RtlEqualSid
            965  3BC 00060A90 RtlEqualString
            966  3BD 00020D10 RtlEqualUnicodeString
            967  3BE 00085810 RtlEqualWnfChangeStamps
            968  3BF 00085C80 RtlEraseUnicodeString
            969  3C0 000FBDD0 RtlEthernetAddressToStringA
            970  3C1 000FBE40 RtlEthernetAddressToStringW
            971  3C2 000FBEB0 RtlEthernetStringToAddressA
            972  3C3 000FBFF0 RtlEthernetStringToAddressW
            973  3C4 000F7270 RtlExecuteUmsThread
            974  3C5 0005D9D0 RtlExitUserProcess
            975  3C6 00054640 RtlExitUserThread
            976  3C7 00015630 RtlExpandEnvironmentStrings
            977  3C8 00076E00 RtlExpandEnvironmentStrings_U
            978  3C9 000886A0 RtlExpandHashTable
            979  3CA 00083840 RtlExtendCorrelationVector
            980  3CB 00001A60 RtlExtendMemoryBlockLookaside
            981  3CC 00001A70 RtlExtendMemoryZone
            982  3CD 000EBC00 RtlExtractBitMap
            983  3CE 000FC290 RtlFillMemory
            984  3CF 000A1BC0 RtlFillMemoryNonTemporal
            985  3D0 000FC2B0 RtlFillNonVolatileMemory
            986  3D1 0007FFD0 RtlFinalReleaseOutOfProcessMemoryStream
            987  3D2 0003C040 RtlFindAceByType
            988  3D3 0001CD80 RtlFindActivationContextSectionGuid
            989  3D4 0001C6C0 RtlFindActivationContextSectionString
            990  3D5 0001D390 RtlFindCharInUnicodeString
            991  3D6 00085F50 RtlFindClearBits
            992  3D7 000486B0 RtlFindClearBitsAndSet
            993  3D8 000EBDA0 RtlFindClearBitsEx
            994  3D9 000EC0A0 RtlFindClearRuns
            995  3DA 000F1FF0 RtlFindClosestEncodableLength
            996  3DB 00079C90 RtlFindExportedRoutineByName
            997  3DC 000525C0 RtlFindLastBackwardRunClear
            998  3DD 000854A0 RtlFindLeastSignificantBit
            999  3DE 000EC380 RtlFindLongestRunClear
           1000  3DF 00069010 RtlFindMessage
           1001  3E0 00085590 RtlFindMostSignificantBit
           1002  3E1 00085E20 RtlFindNextForwardRunClear
           1003  3E2 00089AE0 RtlFindSetBits
           1004  3E3 000EC3C0 RtlFindSetBitsAndClear
           1005  3E4 000EC760 RtlFindSetBitsAndClearEx
           1006  3E5 000ECAE0 RtlFindSetBitsEx
           1007  3E6 00087220 RtlFindUnicodeSubstring
           1008  3E7 000A0BF0 RtlFirstEntrySList
           1009  3E8 00037710 RtlFirstFreeAce
           1010  3E9 00074860 RtlFlsAlloc
           1011  3EA 00073670 RtlFlsFree
           1012  3EB 00052550 RtlFlsGetValue
           1013  3EC 0004CDF0 RtlFlsSetValue
           1014  3ED 00073F80 RtlFlushHeaps
           1015  3EE 000FBCB0 RtlFlushNonVolatileMemory
           1016  3EF 000FC360 RtlFlushNonVolatileMemoryRanges
           1017  3F0 000F7B80 RtlFlushSecureMemoryCache
           1018  3F1 00036C40 RtlFormatCurrentUserKeyPath
           1019  3F2 000FC550 RtlFormatMessage
           1020  3F3 00065D40 RtlFormatMessageEx
           1021  3F4 00070900 RtlFreeActivationContextStack
           1022  3F5 00016760 RtlFreeAnsiString
           1023  3F6 0004CD30 RtlFreeHandle
           1024  3F7 00024760 RtlFreeHeap
           1025  3F8 0011B190 RtlFreeMemoryBlockLookaside
           1026  3F9 000FC3F0 RtlFreeNonVolatileToken
           1027  3FA 0008AB70 RtlFreeOemString
           1028  3FB 000751A0 RtlFreeSid
           1029  3FC 000708C0 RtlFreeThreadActivationContextStack
           1030  3FD 00016760 RtlFreeUTF8String
           1031  3FE 00016760 RtlFreeUnicodeString
           1032  3FF 000E1A10 RtlFreeUserFiberShadowStack
           1033  400 0007F6F0 RtlFreeUserStack
           1034  401 00069A90 RtlGUIDFromString
           1035  402 000FC740 RtlGenerate8dot3Name
           1036  403 000711F0 RtlGetAce
           1037  404 0006B5D0 RtlGetActiveActivationContext
           1038  405 00083A80 RtlGetActiveConsoleId
           1039  406 00043F20 RtlGetAppContainerNamedObjectPath
           1040  407 00043E50 RtlGetAppContainerParent
           1041  408 000446C0 RtlGetAppContainerSidType
           1042  409 000ED9D0 RtlGetCallersAddress
           1043  40A 00080990 RtlGetCompressionWorkSpaceSize
           1044  40B 000FCE50 RtlGetConsoleSessionForegroundProcessId
           1045  40C 00079DA0 RtlGetControlSecurityDescriptor
           1046  40D 000E8DB0 RtlGetCriticalSectionRecursionCount
           1047  40E 0005D290 RtlGetCurrentDirectory_U
           1048  40F 000FCE90 RtlGetCurrentPeb
           1049  410 000A1CC0 RtlGetCurrentProcessorNumber
           1050  411 000A1D00 RtlGetCurrentProcessorNumberEx
           1051  412 00024850 RtlGetCurrentServiceSessionId
           1052  413 0006DBD0 RtlGetCurrentTransaction
           1053  414 000589E0 RtlGetCurrentUmsThread
           1054  415 00070D50 RtlGetDaclSecurityDescriptor
           1055  416 0003F890 RtlGetDeviceFamilyInfoEnum
           1056  417 0007E790 RtlGetElementGenericTable
           1057  418 000F79A0 RtlGetElementGenericTableAvl
           1058  419 00081C70 RtlGetEnabledExtendedFeatures
           1059  41A 000823B0 RtlGetExePath
           1060  41B 00051C00 RtlGetExtendedContextLength
           1061  41C 00051DB0 RtlGetExtendedContextLength2
           1062  41D 000F5CA0 RtlGetExtendedFeaturesMask
           1063  41E 00046930 RtlGetFileMUIPath
           1064  41F 000CDBF0 RtlGetFrame
           1065  420 000813D0 RtlGetFullPathName_U
           1066  421 0001D800 RtlGetFullPathName_UEx
           1067  422 0001D890 RtlGetFullPathName_UstrEx
           1068  423 000E0BB0 RtlGetFunctionTableListHead
           1069  424 00079A50 RtlGetGroupSecurityDescriptor
           1070  425 0004C910 RtlGetIntegerAtom
           1071  426 00043DA0 RtlGetInterruptTimePrecise
           1072  427 0007C680 RtlGetLastNtStatus
           1073  428 000019F0 RtlGetLastWin32Error
           1074  429 000778B0 RtlGetLengthWithoutLastFullDosOrNtPathElement
           1075  42A 00085A70 RtlGetLengthWithoutTrailingPathSeperators
           1076  42B 0007C890 RtlGetLocaleFileMappingAddress
           1077  42C 00085820 RtlGetLongestNtPathLength
           1078  42D 000E5B50 RtlGetMultiTimePrecise
           1079  42E 0009D710 RtlGetNativeSystemInformation
           1080  42F 00082370 RtlGetNextEntryHashTable
           1081  430 000F7470 RtlGetNextUmsListItem
           1082  431 000FC410 RtlGetNonVolatileToken
           1083  432 0009C820 RtlGetNtGlobalFlags
           1084  433 0003CBF0 RtlGetNtProductType
           1085  434 00016BB0 RtlGetNtSystemRoot
           1086  435 000D4A40 RtlGetNtVersionNumbers
           1087  436 000785B0 RtlGetOwnerSecurityDescriptor
           1088  437 0003C490 RtlGetParentLocaleName
           1089  438 00057DC0 RtlGetPersistedStateLocation
           1090  439 000F24A0 RtlGetProcessHeaps
